full_id,gender,stadi1,stadi5,stadi9,stadi13,stadi17,aqf1,aqf2,aqf3,aqf4,aqf5,aqf6,aqf7,aqf8,apq26,apq28,apq35,apq40,apq40.r,emotionality,hostility,punishment
2199,Männlich,3,2,1,3,2,2,4,2,1,3,3,4,2,4,2,4,2,4,2.2,2.625,3.5
2200,Weiblich,2,2,2,3,2,1,2,2,2,3,1,2,1,1,1,1,4,2,2.2,1.75,1.25
2201,Weiblich,2,1,1,1,1,1,2,2,1,3,1,3,1,2,1,1,5,1,1.2,1.75,1.25
2202,Männlich,3,2,2,2,3,1,2,2,1,3,2,2,2,1,1,1,3,3,2.4,1.875,1.5
2203,Weiblich,2,3,1,3,3,1,2,2,1,2,3,3,1,1,1,1,4,2,2.4,1.875,1.25
2204,Weiblich,2,1,2,2,2,2,3,2,1,4,2,3,2,1,1,1,NA,NA,1.8,2.375,1
2205,Männlich,2,2,1,1,1,1,4,2,1,2,1,3,1,1,2,1,3,3,1.4,1.875,1.75
2206,Weiblich,3,3,3,3,3,1,4,1,2,4,1,4,1,1,1,4,5,1,3,2.25,1.75
2207,Männlich,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,4,2,1.6,1,2
2208,Männlich,2,2,2,2,1,2,3,1,2,3,2,3,3,3,1,3,5,1,1.8,2.375,2
2209,Weiblich,2,2,4,2,1,2,1,1,1,3,4,4,2,1,1,3,5,1,2.2,2.25,1.5
2210,Weiblich,3,2,3,3,2,1,2,1,2,3,2,3,1,1,1,2,5,1,2.6,1.875,1.25
2211,Weiblich,3,3,3,3,3,2,2,2,2,3,3,3,3,1,1,1,4,2,3,2.5,1.25
2212,Weiblich,2,2,2,2,1,2,2,1,2,4,1,4,1,1,1,1,5,1,1.8,2.125,1
2213,Männlich,2,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,4,2,1.8,1.25,1.25
2214,Männlich,4,4,4,3,4,4,1,3,4,4,4,4,4,5,5,4,5,1,3.8,3.5,3.75
2215,Weiblich,3,2,3,3,NA,3,3,2,2,3,3,3,3,NA,NA,NA,NA,NA,2.75,2.75,NA
2216,Männlich,3,2,1,1,2,2,3,2,3,2,3,2,3,3,2,4,2,4,1.8,2.5,3.25
2217,Männlich,4,4,4,3,3,4,4,4,4,3,4,2,4,5,5,3,5,1,3.6,3.625,3.5
2218,Weiblich,3,4,3,3,2,3,3,1,1,4,3,3,3,5,5,5,4,2,3,2.625,4.25
2219,Weiblich,2,2,3,2,2,3,2,3,4,3,3,3,2,3,4,4,5,1,2.2,2.875,3
2220,Männlich,2,3,3,2,1,2,3,3,3,2,3,3,2,3,2,3,3,3,2.2,2.625,2.75
2221,Männlich,2,2,3,3,2,3,4,3,4,3,4,3,4,2,3,4,3,3,2.4,3.5,3
2222,Männlich,2,2,2,1,2,2,1,2,2,1,2,3,2,3,3,3,3,3,1.8,1.875,3
2223,Weiblich,1,2,2,2,1,2,2,3,2,2,2,1,2,1,2,1,5,1,1.6,2,1.25
2224,Männlich,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,4,2,1.2,1.125,1.25
2225,Weiblich,2,2,2,2,1,2,4,3,1,1,2,1,1,1,2,1,5,1,1.8,1.875,1.25
2226,Weiblich,3,3,3,4,4,2,3,3,3,3,4,3,1,1,1,1,5,1,3.4,2.75,1
2227,Weiblich,3,3,2,2,2,1,1,2,1,3,1,3,1,1,1,1,3,3,2.4,1.625,1.5
2230,Weiblich,4,3,2,2,3,2,2,1,3,2,3,3,1,1,1,1,5,1,2.8,2.125,1
2231,Weiblich,2,2,2,2,2,3,2,2,2,3,3,2,1,1,2,2,3,3,2,2.25,2
2232,Männlich,2,2,1,1,1,1,2,1,1,3,2,1,1,2,1,3,5,1,1.4,1.5,1.75
2233,Männlich,3,2,2,2,2,1,3,4,4,4,4,3,3,4,3,3,2,4,2.2,3.25,3.5
2234,Männlich,2,2,1,3,1,3,2,3,2,1,3,2,1,1,1,1,5,1,1.8,2.125,1
2235,Männlich,1,4,1,3,1,1,2,4,3,4,3,2,2,5,4,2,3,3,2,2.625,3.5
2236,Männlich,4,4,3,4,3,2,4,3,3,2,2,3,3,4,3,4,4,2,3.6,2.75,3.25
2237,Weiblich,3,3,3,3,3,2,2,3,4,4,4,3,1,1,1,1,4,2,3,2.875,1.25
2238,Weiblich,3,3,2,3,4,3,2,2,2,4,3,3,4,1,1,1,5,1,3,2.875,1
2239,Männlich,2,3,1,4,3,2,3,1,2,1,3,2,2,3,4,3,1,5,2.6,2,3.75
2240,Weiblich,3,3,NA,3,3,3,3,3,2,3,4,4,3,4,5,3,4,2,3,3.125,3.5
2241,Weiblich,2,2,1,1,1,2,3,2,1,2,2,2,2,1,1,1,3,3,1.4,2,1.5
2242,Männlich,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,3,4,2,2,1.625,2
2244,Weiblich,2,1,1,1,1,1,4,3,1,4,3,3,2,1,2,1,1,5,1.2,2.625,2.25
2245,Weiblich,3,3,3,3,4,3,2,4,2,3,1,2,3,2,3,4,3,3,3.2,2.5,3
2246,Weiblich,3,3,2,2,2,1,3,3,1,1,1,1,1,1,1,1,5,1,2.4,1.5,1
2247,Weiblich,2,1,3,2,2,1,2,2,1,4,2,4,2,1,1,3,3,3,2,2.25,2
2248,Weiblich,2,3,3,2,2,2,3,2,2,2,2,2,2,1,1,1,5,1,2.4,2.125,1
2249,Weiblich,3,4,2,4,3,1,4,3,2,3,2,3,2,2,3,2,5,1,3.2,2.5,2
2250,Männlich,2,2,2,1,1,1,3,2,1,3,1,3,3,1,2,4,3,3,1.6,2.125,2.5
2251,Weiblich,3,4,3,1,3,4,4,3,3,1,3,2,2,1,1,1,5,1,2.8,2.75,1
2252,Weiblich,2,2,1,2,2,3,2,2,2,3,2,3,1,1,1,1,5,1,1.8,2.25,1
2254,Weiblich,3,3,2,3,2,1,4,4,2,3,1,3,1,1,1,1,4,2,2.6,2.375,1.25
2255,Weiblich,2,4,2,4,2,4,4,1,1,1,1,1,1,1,1,1,5,1,2.8,1.75,1
2256,Männlich,2,1,1,1,1,2,3,3,2,4,3,4,3,3,2,3,2,4,1.2,3,3
2258,Weiblich,2,1,1,1,1,1,1,1,2,3,2,2,1,1,1,1,5,1,1.2,1.625,1
2259,Weiblich,2,2,2,3,2,1,2,1,1,2,3,3,1,1,1,1,5,1,2.2,1.75,1
2260,Männlich,2,1,1,2,1,2,3,1,2,1,1,2,1,1,2,2,4,2,1.4,1.625,1.75
2261,Weiblich,2,2,3,1,2,1,3,2,2,1,4,2,2,1,1,3,5,1,2,2.125,1.5
2262,Weiblich,3,3,1,2,1,1,4,4,2,2,2,2,1,1,1,1,1,5,2,2.25,2
2263,Weiblich,3,2,1,1,2,3,3,1,1,1,3,3,3,1,1,1,5,1,1.8,2.25,1
2266,Weiblich,2,2,3,2,2,3,2,2,3,2,2,3,3,1,1,2,5,1,2.2,2.5,1.25
2267,Männlich,2,2,3,2,2,2,2,2,2,2,1,1,2,3,3,3,3,3,2.2,1.75,3
2268,Weiblich,1,2,1,2,1,1,1,3,1,2,2,1,2,1,1,1,5,1,1.4,1.625,1
2269,Männlich,2,2,1,2,2,2,3,3,3,3,3,3,2,4,4,3,3,3,1.8,2.75,3.5
2270,Männlich,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,4,2,2,1.75
2271,Weiblich,2,3,2,1,2,2,3,2,2,2,2,2,2,1,1,1,5,1,2,2.125,1
2272,Männlich,2,4,2,4,1,2,4,3,2,3,4,4,1,3,3,4,3,3,2.6,2.875,3.25
2275,Weiblich,2,2,2,3,1,2,2,1,1,1,1,2,1,1,1,1,5,1,2,1.375,1
2276,Weiblich,4,4,4,3,4,1,3,1,1,3,4,4,1,1,1,1,5,1,3.8,2.25,1
2277,Weiblich,3,3,3,3,3,3,3,2,3,3,3,3,2,2,1,2,5,1,3,2.75,1.5
2278,Weiblich,3,3,1,2,3,1,4,3,3,4,4,4,3,1,1,1,5,1,2.4,3.25,1
2279,Männlich,2,1,1,2,2,2,2,3,1,3,2,2,2,1,2,1,4,2,1.6,2.125,1.5
2280,Weiblich,3,4,1,4,2,3,3,1,1,4,4,4,4,1,3,3,5,1,2.8,3,2
2281,Weiblich,3,3,3,4,2,1,3,3,2,3,3,3,2,2,1,1,5,1,3,2.5,1.25
2282,Männlich,3,2,1,2,2,1,2,2,3,2,2,1,2,3,2,3,3,3,2,1.875,2.75
2283,Männlich,3,2,2,2,2,1,3,2,1,2,2,2,1,1,1,1,5,1,2.2,1.75,1
2284,Männlich,2,2,1,1,1,1,2,1,2,4,2,2,2,1,1,1,5,1,1.4,2,1
2285,Weiblich,3,3,4,4,1,3,2,3,2,3,2,3,3,4,4,5,3,3,3,2.625,4
2286,Männlich,1,2,1,2,2,3,3,3,2,3,3,3,3,1,4,4,3,3,1.6,2.875,3
2287,Weiblich,2,2,1,2,2,3,2,1,1,1,2,1,1,1,1,1,5,1,1.8,1.5,1
2288,Weiblich,4,4,3,4,3,4,4,3,4,2,3,3,2,1,2,2,5,1,3.6,3.125,1.5
2289,Männlich,2,2,2,2,2,2,2,4,3,2,3,2,2,2,1,2,1,5,2,2.5,2.5
2290,Männlich,2,2,2,2,1,1,1,1,1,3,1,3,1,1,1,1,5,1,1.8,1.5,1
2291,Weiblich,2,3,2,2,2,1,1,1,1,2,1,1,1,1,1,1,5,1,2.2,1.125,1
2292,Männlich,3,3,2,3,2,1,2,2,1,2,1,2,1,1,1,1,5,1,2.6,1.5,1
2293,Männlich,2,3,2,3,1,1,3,3,1,3,3,3,2,1,1,1,3,3,2.2,2.375,1.5
2294,Weiblich,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,5,1,1.4,1.25,1
2295,Weiblich,3,3,2,3,3,2,3,1,2,1,2,1,1,1,1,1,5,1,2.8,1.625,1
2296,Weiblich,4,3,3,3,4,1,1,2,3,2,2,2,3,3,3,3,1,5,3.4,2,3.5
2297,Männlich,2,3,2,3,2,2,4,3,2,4,2,2,4,2,1,2,5,1,2.4,2.875,1.5
2298,Männlich,2,2,2,2,3,3,2,3,3,2,2,3,3,4,3,4,4,2,2.2,2.625,3.25
2299,Männlich,2,2,1,1,2,2,2,2,2,2,2,2,1,3,3,2,4,2,1.6,1.875,2.5
2300,Männlich,2,2,2,1,1,1,2,2,1,3,2,2,2,1,1,1,4,2,1.6,1.875,1.25
2301,Weiblich,3,3,3,3,3,3,4,4,2,2,3,3,3,1,1,1,4,2,3,3,1.25
2302,Männlich,2,2,2,2,2,2,2,1,3,2,2,1,3,1,2,2,5,1,2,2,1.5
2303,Männlich,3,2,2,4,2,2,3,3,3,2,2,3,3,3,3,3,3,3,2.6,2.625,3
2304,Weiblich,4,3,2,3,3,3,3,3,2,4,3,3,2,1,1,1,4,2,3,2.875,1.25
2305,Männlich,2,2,1,1,3,1,4,4,1,4,4,4,1,1,2,1,4,2,1.8,2.875,1.5
2306,Männlich,3,2,1,1,2,1,3,3,3,4,1,1,1,1,1,1,4,2,1.8,2.125,1.25
2307,Weiblich,2,2,2,2,2,2,3,1,1,2,1,2,1,1,1,1,5,1,2,1.625,1
2308,Weiblich,2,2,2,2,2,4,2,2,1,3,3,3,1,1,3,1,4,2,2,2.375,1.75
2309,Männlich,2,2,2,3,1,1,3,1,2,1,1,2,2,1,1,4,3,3,2,1.625,2.25
2310,Weiblich,3,3,1,2,2,1,4,2,1,4,1,4,1,1,1,1,5,1,2.2,2.25,1
2311,Männlich,2,2,1,1,1,1,2,2,1,3,2,3,1,1,1,1,5,1,1.4,1.875,1
2312,Weiblich,2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,5,1,1.6,1.25,1
2313,Weiblich,3,3,3,3,2,3,3,4,3,4,4,4,3,1,1,1,5,1,2.8,3.5,1
2314,Weiblich,2,3,1,3,3,1,4,2,3,3,3,2,2,1,1,1,3,3,2.4,2.5,1.5
2315,Weiblich,3,4,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,2,3.4,3,3.5
2316,Männlich,2,2,2,2,1,1,2,1,2,3,1,3,1,1,2,1,3,3,1.8,1.75,1.75
2317,Männlich,2,NA,1,1,2,3,3,3,3,3,3,3,3,4,4,4,4,2,1.5,3,3.5
2318,Männlich,3,2,2,2,2,2,2,2,2,4,2,3,2,3,3,3,3,3,2.2,2.375,3
2321,Weiblich,3,2,2,1,2,1,2,2,1,3,1,1,1,1,1,1,5,1,2,1.5,1
2322,Weiblich,2,3,2,2,2,1,2,1,1,1,1,1,1,1,1,1,5,1,2.2,1.125,1
2325,Weiblich,3,4,3,4,4,3,3,3,2,2,2,2,2,1,1,1,5,1,3.6,2.375,1
2326,Männlich,3,3,2,3,2,2,3,2,3,3,1,4,1,2,1,3,4,2,2.6,2.375,2
2327,Männlich,3,3,4,3,2,2,3,3,3,3,4,4,3,4,4,4,3,3,3,3.125,3.75
2328,Weiblich,3,2,2,1,2,1,2,2,1,3,1,3,1,1,2,1,3,3,2,1.75,1.75
2329,Weiblich,2,2,2,2,3,4,3,2,2,3,2,3,1,2,2,2,5,1,2.2,2.5,1.75
2331,Männlich,2,3,2,2,1,3,3,3,2,3,3,3,3,5,4,2,4,2,2,2.875,3.25
2332,Weiblich,2,3,2,2,2,2,3,2,4,3,3,3,2,1,1,1,5,1,2.2,2.75,1
2333,Männlich,3,2,2,3,3,1,2,1,1,2,1,2,1,2,2,3,3,3,2.6,1.375,2.5
2334,Weiblich,2,2,1,1,1,4,3,3,2,2,3,NA,3,4,3,2,3,3,1.4,2.85714285714286,3
2335,Weiblich,2,1,1,1,1,1,3,2,1,1,1,1,1,1,1,2,3,3,1.2,1.375,1.75
2336,Weiblich,2,2,1,2,1,1,1,2,2,3,2,3,2,1,1,1,3,3,1.6,2,1.5
2337,Weiblich,3,3,2,4,2,3,3,4,2,3,3,4,3,3,3,2,3,3,2.8,3.125,2.75
2338,Männlich,2,2,2,1,2,1,2,1,1,2,1,1,1,1,1,2,3,3,1.8,1.25,1.75
2339,Männlich,2,2,2,1,2,1,2,2,1,4,2,3,2,1,2,3,3,3,1.8,2.125,2.25
2340,Männlich,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,5,1,1.4,1.375,1
2341,Weiblich,1,1,1,2,2,2,3,2,1,3,1,3,2,1,1,2,5,1,1.4,2.125,1.25
2342,,3,2,2,3,3,3,4,4,2,2,3,3,3,1,1,2,4,2,2.6,3,1.5
2343,Männlich,2,3,1,2,2,2,2,2,1,3,2,3,2,1,1,2,5,1,2,2.125,1.25
2344,Weiblich,3,3,2,3,3,1,2,3,3,2,2,1,2,1,1,1,5,1,2.8,2,1
2345,Männlich,2,2,2,2,2,1,2,2,2,3,2,2,1,1,1,1,5,1,2,1.875,1
2346,Männlich,3,3,2,3,3,3,4,4,2,4,2,2,3,3,3,3,2,4,2.8,3,3.25
2347,Weiblich,2,2,1,2,2,2,2,2,1,3,3,3,2,1,1,1,5,1,1.8,2.25,1
2348,Weiblich,3,3,3,3,3,2,4,3,3,2,3,3,2,1,1,1,5,1,3,2.75,1
2349,Männlich,2,2,2,1,1,1,1,2,1,3,3,2,1,1,1,1,5,1,1.6,1.75,1
2350,Weiblich,2,2,2,2,2,4,3,2,1,3,3,3,1,1,1,1,5,1,2,2.5,1
2351,Männlich,2,1,1,1,2,1,2,2,1,3,1,2,3,1,1,1,4,2,1.4,1.875,1.25
2352,Weiblich,3,2,4,3,2,1,3,2,1,1,3,2,3,1,1,1,5,1,2.8,2,1
2353,Weiblich,3,3,2,2,2,2,3,2,2,2,2,2,2,2,3,2,4,2,2.4,2.125,2.25
2354,Männlich,2,2,2,1,1,3,2,1,1,3,1,2,1,2,3,4,3,3,1.6,1.75,3
2355,Weiblich,2,2,2,2,2,1,3,1,1,2,2,3,1,1,1,1,5,1,2,1.75,1
2356,Männlich,3,3,2,3,2,3,3,3,2,2,3,4,3,2,4,2,2,4,2.6,2.875,3
2357,Männlich,1,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,4,1.4,1.875,2
2358,Männlich,2,3,1,1,1,1,1,2,3,2,2,2,2,1,1,2,3,3,1.6,1.875,1.75
2359,Männlich,2,3,2,3,2,1,3,2,2,3,2,3,3,4,3,NA,3,3,2.4,2.375,3.33333333333333
2360,Männlich,2,3,1,1,2,2,4,4,4,4,4,4,2,4,3,4,4,2,1.8,3.5,3.25
2361,Männlich,2,2,1,4,4,2,3,3,2,3,3,2,1,3,5,5,3,3,2.6,2.375,4
2362,Männlich,3,2,3,2,1,2,2,2,1,3,1,3,1,1,1,1,5,1,2.2,1.875,1
2363,Weiblich,3,3,2,3,3,3,2,2,2,3,3,4,3,1,1,2,4,2,2.8,2.75,1.5
2365,Weiblich,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,1.4,1.125,1
2366,Weiblich,3,3,1,3,2,3,3,2,3,4,4,4,3,2,1,3,3,3,2.4,3.25,2.25
2367,Männlich,3,3,2,2,2,1,4,1,3,2,1,1,1,1,1,4,5,1,2.4,1.75,1.75
2368,Weiblich,3,3,3,3,2,4,3,2,3,4,3,3,2,3,2,2,4,2,2.8,3,2.25
2369,Weiblich,2,3,2,3,2,1,2,2,2,3,3,3,3,1,2,2,5,1,2.4,2.375,1.5
2372,Weiblich,4,2,3,4,3,3,4,4,3,3,4,4,3,4,5,4,4,2,3.2,3.5,3.75
2373,Männlich,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1.4,1,3
2374,Männlich,2,3,2,2,3,1,1,2,1,3,1,2,1,3,4,3,4,2,2.4,1.5,3
2375,Männlich,2,2,2,2,2,2,1,2,3,3,2,3,1,2,2,2,4,2,2,2.125,2
2377,Weiblich,2,2,2,2,2,1,1,1,1,3,1,2,1,1,1,1,5,1,2,1.375,1
2378,Männlich,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,5,1.2,1.25,2
2379,Weiblich,3,3,2,1,4,1,1,1,3,2,1,2,2,4,1,4,5,1,2.6,1.625,2.5
2380,Männlich,2,2,2,1,1,2,2,1,1,3,1,4,1,2,2,2,1,5,1.6,1.875,2.75
2382,Männlich,3,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,3,3,1.4,1.375,1.5
2383,Weiblich,2,2,2,2,2,1,3,2,3,3,2,2,1,1,1,1,4,2,2,2.125,1.25
2384,Weiblich,2,2,2,1,2,1,3,2,1,2,2,2,1,NA,1,2,5,1,1.8,1.75,1.33333333333333
2385,Weiblich,3,4,2,3,3,2,3,2,1,3,2,3,1,1,2,1,3,3,3,2.125,1.75
2386,Männlich,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,5,1,1.4,1.125,1
2388,Männlich,3,3,1,1,1,1,3,4,4,1,4,2,1,1,1,1,5,1,1.8,2.5,1
2389,Weiblich,3,4,3,2,4,1,3,2,2,3,4,2,3,1,1,1,5,1,3.2,2.5,1
2390,Männlich,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1.2,1,1.25
2392,Männlich,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,5,1,2,1.625,1
2393,Männlich,2,1,3,2,1,1,2,1,1,2,1,3,1,1,1,1,4,2,1.8,1.5,1.25
2394,Weiblich,4,4,2,4,4,2,3,3,2,2,3,3,2,1,1,1,5,1,3.6,2.5,1
2395,Weiblich,2,3,3,2,3,2,3,3,3,1,3,3,1,1,1,4,5,1,2.6,2.375,1.75
2396,Männlich,2,2,2,2,3,2,2,2,2,2,2,2,2,4,4,5,5,1,2.2,2,3.5
2397,Weiblich,2,3,2,2,1,1,2,4,2,1,4,3,2,2,3,4,4,2,2,2.375,2.75
2398,Männlich,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,2,1.8,2,1.25
2399,Weiblich,2,3,2,3,1,1,1,1,1,3,2,2,1,1,1,1,5,1,2.2,1.5,1
2400,Weiblich,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,1.2,1.125,1
2401,Weiblich,2,2,2,2,2,1,2,2,2,4,1,2,2,NA,1,1,5,1,2,2,1
2402,Männlich,2,3,3,2,2,3,1,2,1,1,2,2,1,3,3,3,5,1,2.4,1.625,2.5
2403,Weiblich,2,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,4,2,2.8,2,1.25
2404,Männlich,2,2,2,1,2,1,1,1,1,3,1,3,1,2,2,1,5,1,1.8,1.5,1.5
2405,Weiblich,4,3,3,2,4,3,3,3,3,4,4,4,3,1,1,1,5,1,3.2,3.375,1
2407,Männlich,4,3,3,3,4,3,4,3,4,3,3,3,4,5,4,5,5,1,3.4,3.375,3.75
2408,Weiblich,2,2,4,2,2,4,4,4,1,4,4,4,4,2,2,3,4,2,2.4,3.625,2.25
2409,Weiblich,2,3,3,3,2,3,3,3,3,3,3,3,3,1,1,1,5,1,2.6,3,1
2410,Weiblich,3,3,2,3,2,1,1,1,1,1,2,1,1,2,1,2,5,1,2.6,1.125,1.5
2411,Weiblich,3,2,2,3,3,1,4,4,3,4,4,4,3,3,4,3,3,3,2.6,3.375,3.25
2412,Weiblich,3,3,4,3,2,1,1,1,1,2,2,2,2,1,2,1,5,1,3,1.5,1.25
2414,Weiblich,4,3,2,3,3,2,3,3,3,3,3,3,2,1,1,1,5,1,3,2.75,1
2415,Weiblich,1,2,1,1,2,2,2,2,1,3,2,2,1,1,1,1,4,2,1.4,1.875,1.25
2416,Weiblich,3,3,2,3,3,2,2,1,3,4,3,4,1,2,3,3,5,1,2.8,2.5,2.25
2417,Weiblich,2,1,1,2,1,1,2,3,1,4,3,3,1,1,1,1,5,1,1.4,2.25,1
2418,Weiblich,4,4,4,3,3,2,4,3,2,3,3,3,2,1,1,1,5,1,3.6,2.75,1
2419,Weiblich,2,3,2,3,3,3,3,4,4,4,3,4,3,4,1,1,3,3,2.6,3.5,2.25
2420,Weiblich,3,2,1,1,2,1,1,1,1,3,1,3,2,1,1,2,3,3,1.8,1.625,1.75
2421,Weiblich,3,3,3,3,3,2,2,2,3,3,2,3,2,1,2,3,3,3,3,2.375,2.25
2422,Männlich,2,2,1,2,1,4,4,3,4,4,1,4,1,4,1,3,3,3,1.6,3.125,2.75
2423,Weiblich,2,1,3,3,3,2,2,1,3,3,3,3,2,4,5,4,4,2,2.4,2.375,3.75
2424,Weiblich,2,3,1,3,1,1,2,2,1,3,2,3,1,1,1,1,5,1,2,1.875,1
2425,Weiblich,3,3,2,2,2,1,4,3,3,2,1,3,1,1,1,1,5,1,2.4,2.25,1
2426,Männlich,4,4,4,3,2,4,4,4,3,4,4,4,4,4,3,4,3,3,3.4,3.875,3.5
2427,Weiblich,4,3,3,2,2,2,3,3,3,3,3,3,4,4,2,3,4,2,2.8,3,2.75
2428,Weiblich,4,4,4,4,3,4,4,3,4,2,3,4,3,1,1,1,5,1,3.8,3.375,1
2429,Männlich,2,1,1,1,1,1,4,1,1,3,1,3,1,1,1,1,5,1,1.2,1.875,1
2430,Männlich,2,1,1,1,1,1,3,3,1,3,1,3,1,1,1,1,4,2,1.2,2,1.25
2432,Männlich,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,5,1,3.2,3.25,2.75
2433,Männlich,2,2,2,1,1,1,1,1,1,2,3,3,1,1,1,1,4,2,1.6,1.625,1.25
2434,Weiblich,3,3,2,1,1,2,1,1,1,2,2,2,1,1,1,1,4,2,2,1.5,1.25
2435,Weiblich,2,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,4,2,1.4,1.5,1.25
2436,Weiblich,2,3,2,3,3,2,2,2,2,2,2,2,2,1,1,2,3,3,2.6,2,1.75
2437,Weiblich,2,2,3,2,2,1,3,2,2,2,3,2,3,1,2,2,5,1,2.2,2.25,1.5
2438,Männlich,2,3,1,1,2,2,1,1,1,1,1,1,1,3,1,2,3,3,1.8,1.125,2.25
2439,Männlich,2,2,3,1,2,1,1,2,1,3,1,1,1,1,1,2,5,1,2,1.375,1.25
2440,Weiblich,2,2,2,2,2,3,2,2,2,3,3,3,2,3,1,2,5,1,2,2.5,1.75
2441,Männlich,2,2,2,2,2,3,2,2,2,3,3,2,3,4,3,4,4,2,2,2.5,3.25
2442,Weiblich,2,2,2,3,1,1,1,1,2,3,1,2,1,1,1,1,5,1,2,1.5,1
2443,Weiblich,3,3,3,3,2,3,3,3,2,3,3,3,3,3,4,3,3,3,2.8,2.875,3.25
2444,Männlich,2,2,1,2,1,2,3,2,2,4,4,4,2,1,1,1,4,2,1.6,2.875,1.25
2445,Weiblich,3,2,2,2,2,2,3,3,2,3,3,3,2,1,1,2,4,2,2.2,2.625,1.5
2446,Weiblich,2,2,1,1,1,2,2,1,2,3,3,2,1,1,1,1,5,1,1.4,2,1
2447,Männlich,2,2,2,2,2,2,2,1,1,3,1,3,1,1,1,1,4,2,2,1.75,1.25
2448,Männlich,3,3,2,1,2,1,1,1,1,3,1,3,2,1,1,1,5,1,2.2,1.625,1
2449,Männlich,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,5,1,1.4,1.375,1
2450,Weiblich,3,3,3,3,2,2,3,3,2,4,4,4,3,1,1,1,5,1,2.8,3.125,1
2451,Männlich,2,3,2,4,2,2,3,2,1,2,3,1,2,1,1,1,5,1,2.6,2,1
2452,Weiblich,2,3,3,2,3,1,2,4,3,4,4,4,4,1,1,1,5,1,2.6,3.25,1
2453,Weiblich,2,2,1,2,1,2,3,3,1,3,3,4,3,3,1,3,3,3,1.6,2.75,2.5
2454,Weiblich,4,3,1,2,2,2,4,2,1,2,2,1,1,1,1,1,5,1,2.4,1.875,1
2455,Männlich,2,2,3,4,3,3,3,3,3,2,3,2,3,4,4,4,4,2,2.8,2.75,3.5
2457,Weiblich,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,5,1,2,1.25,1
2459,Männlich,2,3,2,2,3,1,3,2,1,2,2,2,2,2,1,1,5,1,2.4,1.875,1.25
2460,Weiblich,2,2,2,2,2,1,3,1,1,2,1,2,1,1,1,1,5,1,2,1.5,1
2461,Männlich,1,2,1,2,2,1,2,2,1,1,1,2,1,1,1,2,4,2,1.6,1.375,1.5
2462,Männlich,2,2,2,3,2,3,3,3,2,2,3,3,2,4,4,4,4,2,2.2,2.625,3.5
2463,Weiblich,4,4,3,2,4,1,2,2,1,2,1,2,1,1,1,1,5,1,3.4,1.5,1
2464,Weiblich,2,2,2,2,2,1,1,2,2,1,2,3,1,1,1,1,5,1,2,1.625,1
