full_id,gender,stadi1,stadi5,stadi9,stadi13,stadi17,aqf1,aqf2,aqf3,aqf4,aqf5,aqf6,aqf7,aqf8,apq26,apq28,apq35,apq40,apq40.r,emotionality,hostility,punishment
2465,Männlich,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3,2,3,3,2,2.875,2.75
2466,Weiblich,2,2,1,2,2,2,2,2,2,4,3,3,2,1,1,1,4,2,1.8,2.5,1.25
2467,Männlich,3,3,1,2,2,4,2,2,1,2,2,2,2,1,1,1,3,3,2.2,2.125,1.5
2468,Männlich,2,2,2,2,2,2,2,1,1,3,2,2,2,1,1,1,4,2,2,1.875,1.25
2469,Weiblich,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,3,3,1.6,1.25,1.5
2470,Männlich,2,2,2,2,2,3,3,2,2,3,2,2,1,3,1,4,4,2,2,2.25,2.5
2472,Weiblich,2,2,2,2,2,1,2,2,2,2,2,2,2,4,4,5,3,3,2,1.875,4
2473,Männlich,2,3,2,2,2,3,3,3,2,3,3,3,2,2,3,3,3,3,2.2,2.75,2.75
2474,Weiblich,3,2,2,2,2,1,2,3,1,2,3,2,1,1,2,2,3,3,2.2,1.875,2
2476,Weiblich,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,5,1,2,2,1.75
2477,Männlich,2,3,2,2,3,2,3,2,1,2,3,2,2,1,1,1,4,2,2.4,2.125,1.25
2478,Weiblich,2,1,1,1,2,2,3,2,1,2,2,2,1,2,1,1,5,1,1.4,1.875,1.25
2479,Männlich,3,2,2,1,1,3,3,2,2,2,3,3,2,1,1,1,5,1,1.8,2.5,1
2480,Männlich,2,2,2,1,1,2,2,2,2,3,2,3,2,3,3,2,1,5,1.6,2.25,3.25
2481,Weiblich,2,2,1,1,1,1,2,1,1,4,4,4,1,1,1,1,4,2,1.4,2.25,1.25
2482,Weiblich,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1.6,1,1
2483,Männlich,3,2,1,1,1,2,3,2,2,3,2,2,3,2,1,2,4,2,1.6,2.375,1.75
2484,Weiblich,2,2,3,1,1,1,4,3,2,2,4,3,3,1,1,1,5,1,1.8,2.75,1
2485,Männlich,2,2,2,2,1,1,2,2,1,2,1,2,1,1,1,1,5,1,1.8,1.5,1
2486,Männlich,3,2,1,1,3,1,1,3,3,4,3,3,2,2,1,3,1,5,2,2.5,2.75
2487,Männlich,3,2,3,2,2,3,2,3,3,3,3,2,2,2,3,2,3,3,2.4,2.625,2.5
2489,Männlich,3,2,3,2,3,3,3,2,2,3,3,2,2,4,4,4,3,3,2.6,2.5,3.75
2490,Männlich,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,4,2,2.4,2.5,2.5
2491,Weiblich,4,4,2,2,4,4,4,4,4,4,4,4,4,1,1,1,3,3,3.2,4,1.5
2492,Weiblich,2,1,2,1,1,1,2,1,1,4,2,4,2,1,1,1,3,3,1.4,2.125,1.5
2493,Männlich,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1.4,1,1
2494,Weiblich,2,3,3,2,2,2,2,3,3,3,2,2,1,1,3,3,3,3,2.4,2.25,2.5
2496,Männlich,2,3,3,2,1,2,2,3,3,2,2,2,3,5,4,3,2,4,2.2,2.375,4
2497,Weiblich,2,3,2,2,2,1,2,2,1,2,2,2,2,1,1,1,5,1,2.2,1.75,1
2498,Männlich,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,3,3,1.4,1.125,1.5
2499,Männlich,2,1,1,2,1,1,3,3,1,3,2,3,1,1,1,1,5,1,1.4,2.125,1
2500,Männlich,2,3,2,3,4,1,1,3,2,3,2,2,2,1,1,3,3,3,2.8,2,2
2501,Männlich,2,1,1,2,3,3,2,2,3,3,2,3,2,4,2,3,3,3,1.8,2.5,3
2502,Weiblich,3,2,2,2,2,4,3,2,2,2,2,2,2,1,1,1,2,4,2.2,2.375,1.75
2503,Weiblich,3,2,2,1,2,1,3,2,1,2,1,1,1,1,1,1,5,1,2,1.5,1
2504,Männlich,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,3
2505,Weiblich,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,3,3,2,1.25,1.5
2506,Weiblich,2,2,3,2,3,3,2,4,2,3,3,3,3,4,3,4,3,3,2.4,2.875,3.5
2507,Weiblich,2,2,3,3,2,1,3,2,1,3,2,2,1,1,1,1,3,3,2.4,1.875,1.5
2508,Weiblich,2,2,2,1,2,1,1,3,1,3,2,3,1,2,1,1,4,2,1.8,1.875,1.5
2509,Männlich,2,2,1,2,2,1,1,1,3,3,1,2,1,1,1,1,5,1,1.8,1.625,1
2510,Weiblich,3,3,3,2,2,1,2,3,3,3,2,2,1,2,1,1,5,1,2.6,2.125,1.25
2511,Weiblich,2,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,4,2,1.6,1.625,1.25
2512,Weiblich,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,1,4,2,1.8,1.5,1.25
2513,Weiblich,4,NA,4,1,2,3,4,4,3,4,3,3,3,4,2,4,4,2,2.75,3.375,3
2514,Männlich,2,3,3,1,4,1,3,3,2,4,4,4,4,1,1,1,5,1,2.6,3.125,1
2515,Männlich,3,2,2,2,3,1,2,2,2,2,1,2,1,1,1,1,5,1,2.4,1.625,1
2516,Männlich,1,2,2,1,1,1,2,1,1,2,2,2,1,1,1,1,5,1,1.4,1.5,1
2518,Männlich,2,2,2,2,2,1,1,1,1,1,3,2,2,2,1,1,5,1,2,1.5,1.25
2519,Weiblich,2,2,4,2,2,1,3,2,2,4,3,4,2,1,1,1,3,3,2.4,2.625,1.5
2520,Männlich,1,1,2,1,2,2,1,1,1,2,3,2,3,2,2,2,3,3,1.4,1.875,2.25
2521,Weiblich,2,1,1,1,1,1,2,1,1,1,2,3,1,1,1,1,5,1,1.2,1.5,1
2522,Weiblich,2,2,1,2,1,2,2,2,1,1,1,2,3,1,1,1,5,1,1.6,1.75,1
2523,Weiblich,2,3,3,2,1,4,3,2,1,4,3,3,1,2,2,1,5,1,2.2,2.625,1.5
2524,Weiblich,3,3,3,3,3,2,2,2,2,2,3,2,3,1,1,1,5,1,3,2.25,1
2525,Männlich,2,2,2,1,1,1,2,3,1,2,1,2,1,1,1,1,5,1,1.6,1.625,1
2526,Weiblich,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,5,1,1.6,1.375,1
2527,Weiblich,3,3,4,3,1,4,4,4,4,2,2,2,4,3,2,2,5,1,2.8,3.25,2
2528,Männlich,3,4,4,4,3,3,2,4,4,3,3,3,3,4,3,4,5,1,3.6,3.125,3
2530,Weiblich,2,1,2,2,1,2,3,1,1,2,1,1,1,1,1,1,5,1,1.6,1.5,1
2531,Weiblich,2,2,2,1,1,4,3,1,2,1,4,2,4,1,2,3,5,1,1.6,2.625,1.75
2532,Männlich,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1.8,1,1
2533,Weiblich,3,3,2,3,1,4,4,1,4,4,4,4,2,1,1,1,5,1,2.4,3.375,1
2534,Weiblich,3,3,2,1,3,1,2,2,1,3,2,3,2,1,2,2,2,4,2.4,2,2.25
2535,Männlich,2,2,2,2,2,4,2,3,3,3,2,3,3,3,3,4,4,2,2,2.875,3
2536,Männlich,2,2,2,3,2,3,3,3,4,3,3,3,3,1,1,2,3,3,2.2,3.125,1.75
2537,Weiblich,2,2,2,2,2,2,3,3,2,4,1,3,1,1,1,1,4,2,2,2.375,1.25
2538,Männlich,2,2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,5,1,1.8,1.375,1
2539,Weiblich,2,4,2,1,1,1,2,2,2,1,1,2,1,1,1,1,5,1,2,1.5,1
2540,Weiblich,3,3,4,4,3,2,2,3,1,3,3,4,2,1,2,4,5,1,3.4,2.5,2
2541,Männlich,2,2,3,3,2,1,2,1,1,2,2,1,2,1,1,1,4,2,2.4,1.5,1.25
2542,Männlich,3,3,2,3,3,2,3,4,4,4,4,4,4,1,1,1,5,1,2.8,3.625,1
2543,Weiblich,2,2,2,1,3,1,2,3,3,4,3,4,1,1,1,2,4,2,2,2.625,1.5
2544,Weiblich,3,3,2,3,2,3,4,2,3,2,1,1,1,1,1,1,5,1,2.6,2.125,1
2545,Weiblich,2,2,1,1,4,1,3,3,2,2,3,2,1,1,1,1,5,1,2,2.125,1
2546,Männlich,2,2,2,1,2,2,4,3,1,2,3,3,2,2,1,2,5,1,1.8,2.5,1.5
2547,Weiblich,2,2,1,1,2,3,3,2,1,3,2,3,2,2,1,1,5,1,1.6,2.375,1.25
2548,Männlich,2,2,1,2,1,1,3,4,2,4,2,3,4,4,1,4,4,2,1.6,2.875,2.75
2549,Weiblich,4,4,4,4,3,1,2,2,1,3,4,4,1,1,1,1,5,1,3.8,2.25,1
2550,Weiblich,3,3,2,2,2,3,3,3,3,3,3,3,4,1,1,3,4,2,2.4,3.125,1.75
2551,Weiblich,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,3,3,1.6,1.25,1.5
2552,Weiblich,2,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2,4,2,2.2,2.125,1.75
2553,Männlich,2,2,2,1,2,1,1,2,1,2,1,2,1,3,3,3,4,2,1.8,1.375,2.75
2554,Männlich,2,1,2,2,1,1,1,1,1,2,1,3,2,1,1,1,1,5,1.6,1.5,2
2555,Weiblich,2,2,2,2,2,2,3,3,3,2,3,2,2,1,1,1,5,1,2,2.5,1
2556,Männlich,3,3,2,3,1,2,2,3,1,2,2,2,2,5,2,4,3,3,2.4,2,3.5
2557,Weiblich,2,3,2,2,2,1,1,2,2,2,3,2,3,1,1,1,5,1,2.2,2,1
2558,Weiblich,4,4,1,3,4,3,4,4,4,4,4,4,2,3,2,3,5,1,3.2,3.625,2.25
2560,Männlich,2,1,1,1,1,2,3,1,2,2,3,1,1,1,1,1,4,2,1.2,1.875,1.25
2561,Weiblich,2,2,1,2,2,1,2,2,1,1,2,1,1,1,1,1,4,2,1.8,1.375,1.25
2562,Männlich,2,2,1,1,1,2,3,2,1,4,4,4,1,1,1,1,5,1,1.4,2.625,1
2563,Männlich,3,2,3,2,2,1,1,1,1,1,1,1,1,2,1,1,4,2,2.4,1,1.5
2564,Weiblich,2,2,2,4,1,1,3,2,2,4,2,2,2,1,1,1,5,1,2.2,2.25,1
2565,Männlich,2,2,2,2,2,2,2,1,1,3,1,3,1,2,2,3,2,4,2,1.75,2.75
2566,Männlich,1,2,3,1,1,1,2,1,1,4,3,3,3,1,2,3,4,2,1.6,2.25,2
2567,Weiblich,3,2,4,1,1,2,3,3,3,3,1,3,1,1,1,1,5,1,2.2,2.375,1
2568,Weiblich,4,4,3,4,4,1,3,2,2,2,3,3,1,1,1,1,5,1,3.8,2.125,1
2569,Weiblich,2,1,1,2,1,3,3,2,1,2,2,3,1,1,1,1,5,1,1.4,2.125,1
2570,Weiblich,2,1,3,2,2,1,2,2,2,3,2,2,1,1,3,1,4,2,2,1.875,1.75
2571,Männlich,2,3,2,2,2,2,3,1,3,2,1,1,2,2,2,2,3,3,2.2,1.875,2.25
2572,Männlich,1,1,1,3,1,1,1,2,1,1,3,2,3,1,1,4,5,1,1.4,1.75,1.75
2573,Weiblich,2,2,2,2,1,1,3,1,2,2,2,1,1,1,1,1,5,1,1.8,1.625,1
2574,Männlich,2,3,1,2,1,1,4,1,2,4,1,2,1,2,3,3,3,3,1.8,2,2.75
2575,Männlich,2,2,1,4,2,1,1,1,1,4,1,3,1,1,1,1,5,1,2.2,1.625,1
2576,Weiblich,2,2,2,2,2,1,2,2,1,3,2,2,2,2,2,1,5,1,2,1.875,1.5
2577,Männlich,3,2,1,3,3,3,4,3,2,1,3,1,2,1,1,1,5,1,2.4,2.375,1
2578,Weiblich,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,5,1,1.8,1.125,1
2579,Weiblich,1,1,2,1,1,1,2,2,1,3,1,1,1,1,1,1,4,2,1.2,1.5,1.25
2580,Männlich,2,1,1,1,1,1,3,2,1,3,1,3,1,2,3,3,3,3,1.2,1.875,2.75
2581,Weiblich,2,2,1,2,3,4,3,3,2,1,2,1,1,1,1,1,5,1,2,2.125,1
2582,Weiblich,3,3,2,3,3,3,3,4,3,4,4,3,2,5,4,5,5,1,2.8,3.25,3.75
2583,Weiblich,1,1,1,2,1,1,2,2,2,2,1,2,1,1,1,4,5,1,1.2,1.625,1.75
2584,Männlich,2,2,2,1,2,1,1,2,1,3,2,3,1,1,1,1,3,3,1.8,1.75,1.5
2585,Männlich,3,3,1,2,3,4,3,4,4,4,4,4,1,1,1,1,4,2,2.4,3.5,1.25
2587,Männlich,2,NA,2,2,1,1,1,1,1,2,2,2,2,1,1,1,5,1,1.75,1.5,1
2588,Weiblich,2,2,2,3,2,2,1,1,1,2,1,2,1,1,1,1,4,2,2.2,1.375,1.25
2589,Weiblich,2,2,2,1,2,2,3,1,1,3,3,3,1,2,2,2,5,1,1.8,2.125,1.75
2590,Männlich,2,2,1,3,3,3,2,2,3,2,2,3,2,3,3,3,3,3,2.2,2.375,3
2591,Weiblich,4,4,4,3,3,1,1,1,2,2,1,1,1,1,1,1,5,1,3.6,1.25,1
2592,Männlich,2,2,2,2,1,3,2,3,2,3,2,3,2,3,2,4,4,2,1.8,2.5,2.75
2593,Weiblich,2,2,1,1,1,2,3,2,1,1,3,1,2,1,1,1,5,1,1.4,1.875,1
2594,Männlich,2,1,2,1,1,4,3,4,3,4,3,4,3,3,3,3,3,3,1.4,3.5,3
2595,Weiblich,3,3,2,3,3,4,3,1,4,3,3,3,2,1,1,1,5,1,2.8,2.875,1
2596,Weiblich,3,4,3,3,4,4,2,3,2,1,2,1,1,2,1,3,5,1,3.4,2,1.75
2597,Weiblich,2,2,1,3,2,2,2,4,1,2,3,1,1,2,1,2,3,3,2,2,2
2598,Weiblich,3,3,2,2,2,2,2,2,3,2,2,2,1,2,1,2,5,1,2.4,2,1.5
2599,Männlich,2,3,2,3,2,1,2,3,2,3,3,2,2,1,1,3,5,1,2.4,2.25,1.5
2600,Weiblich,2,3,2,2,2,1,3,1,2,3,1,2,1,1,1,1,5,1,2.2,1.75,1
2601,Weiblich,4,1,4,4,1,2,1,1,1,1,1,1,4,1,2,5,5,1,2.8,1.5,2.25
2602,Weiblich,2,2,2,3,2,3,3,1,2,4,4,4,3,1,2,1,4,2,2.2,3,1.5
2603,Weiblich,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1.2,1,1
2604,Weiblich,3,2,2,1,2,1,2,2,3,2,1,1,2,1,1,1,5,1,2,1.75,1
2605,Weiblich,2,2,2,2,3,1,3,3,2,3,3,3,2,1,1,1,3,3,2.2,2.5,1.5
2606,Männlich,3,4,1,1,3,1,4,2,1,4,1,4,4,1,1,3,3,3,2.4,2.625,2
2607,Weiblich,3,3,4,3,2,3,3,3,2,4,2,4,3,4,3,2,3,3,3,3,3
2608,Weiblich,2,2,2,1,2,1,1,1,1,4,1,1,1,1,1,1,5,1,1.8,1.375,1
2609,Weiblich,1,3,2,3,1,2,2,2,2,1,1,1,1,1,1,1,4,2,2,1.5,1.25
2610,Weiblich,2,2,1,1,1,1,2,3,2,NA,4,3,3,1,1,1,5,1,1.4,2.57142857142857,1
2611,Weiblich,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,5,1,1.8,1.25,1
2612,Weiblich,2,2,2,2,2,3,3,2,2,3,2,2,2,1,1,1,4,2,2,2.375,1.25
2613,Weiblich,1,2,2,2,1,1,1,1,1,3,2,4,1,1,1,1,4,2,1.6,1.75,1.25
2614,Männlich,2,2,1,2,1,1,4,3,1,3,3,3,1,1,2,3,2,4,1.6,2.375,2.5
2615,Männlich,2,2,1,1,1,3,1,2,1,2,1,2,1,1,1,1,5,1,1.4,1.625,1
2616,Weiblich,3,2,4,2,3,3,2,2,2,4,3,3,4,1,2,2,5,1,2.8,2.875,1.5
2617,Weiblich,2,2,2,2,2,2,2,3,2,1,1,2,1,2,2,2,3,3,2,1.75,2.25
2618,Weiblich,2,2,2,2,2,3,2,2,2,3,1,2,1,1,1,1,5,1,2,2,1
2619,Weiblich,1,2,1,2,2,1,2,1,1,1,3,2,1,1,1,1,4,2,1.6,1.5,1.25
2620,Weiblich,2,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,5,1,1.2,1.5,1
2621,Männlich,2,2,2,2,2,3,2,2,2,3,2,3,2,4,1,4,4,2,2,2.375,2.75
2622,Weiblich,2,3,3,2,4,4,4,2,1,4,4,3,1,2,1,3,5,1,2.8,2.875,1.75
2623,Weiblich,2,2,2,1,2,1,1,1,1,3,2,1,1,1,1,1,5,1,1.8,1.375,1
2625,Männlich,2,2,2,2,1,1,1,3,1,2,1,2,1,1,1,1,4,2,1.8,1.5,1.25
2626,Männlich,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,1.6,1,1.25
2627,Männlich,3,3,1,2,3,2,2,2,2,2,2,3,1,2,1,1,4,2,2.4,2,1.5
2628,Männlich,1,2,1,1,1,1,1,2,2,3,2,3,1,1,1,1,5,1,1.2,1.875,1
2629,Männlich,3,2,NA,4,3,3,3,3,4,4,4,3,3,4,3,3,4,2,3,3.375,3
2630,Weiblich,3,3,2,2,2,1,2,1,1,3,2,3,1,1,1,1,5,1,2.4,1.75,1
2631,Weiblich,2,2,2,2,1,1,2,3,1,3,3,3,2,1,1,1,5,1,1.8,2.25,1
2632,Weiblich,2,2,1,2,1,2,3,3,3,4,1,4,1,2,3,3,5,1,1.6,2.625,2.25
2633,Männlich,2,2,2,1,1,4,4,1,4,4,4,4,1,3,1,5,5,1,1.6,3.25,2.5
2634,Weiblich,3,3,2,2,3,2,3,3,3,3,4,3,3,1,1,1,4,2,2.6,3,1.25
2635,Weiblich,2,2,3,2,2,2,2,2,3,2,3,3,3,3,3,3,5,1,2.2,2.5,2.5
2636,Weiblich,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,4,2,1.4,1.375,1.25
2637,Weiblich,3,3,3,3,3,3,3,2,4,2,3,2,2,1,1,1,5,1,3,2.625,1
2638,Männlich,2,1,1,1,1,2,2,2,2,3,3,3,1,1,1,1,4,2,1.2,2.25,1.25
2639,Weiblich,3,3,3,2,3,2,3,4,2,3,3,3,2,2,2,2,5,1,2.8,2.75,1.75
2640,Männlich,1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,4,1.2,1.625,1.75
2641,Männlich,3,3,2,3,3,2,3,3,4,3,2,2,2,1,1,1,5,1,2.8,2.625,1
2642,Männlich,4,3,3,2,3,1,4,4,3,2,4,4,2,3,3,3,3,3,3,3,3
2643,Männlich,2,2,2,2,2,1,3,3,2,2,3,2,1,3,1,2,5,1,2,2.125,1.75
2644,Weiblich,2,2,2,2,2,3,1,1,1,2,2,3,4,1,1,1,4,2,2,2.125,1.25
2645,Weiblich,3,2,1,1,1,1,2,2,2,3,3,3,2,1,1,2,4,2,1.6,2.25,1.5
2646,Männlich,2,2,2,2,1,2,3,2,3,3,3,3,2,1,1,1,5,1,1.8,2.625,1
2647,Weiblich,2,3,3,3,2,1,2,2,3,3,1,2,1,1,1,1,5,1,2.6,1.875,1
2648,Männlich,2,1,2,1,1,1,1,1,1,3,3,4,1,3,1,1,3,3,1.4,1.875,2
2649,Weiblich,1,2,1,1,1,1,1,1,1,3,1,2,2,1,1,1,4,2,1.2,1.5,1.25
2650,Männlich,4,4,4,3,4,4,3,4,4,3,4,4,3,4,5,4,5,1,3.8,3.625,3.5
2651,Weiblich,2,3,2,2,3,3,3,3,2,2,3,3,3,3,5,5,3,3,2.4,2.75,4
2652,Männlich,2,2,2,1,3,1,3,2,1,3,2,3,1,1,1,2,5,1,2,2,1.25
2653,Männlich,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,5,1,2,1.5,1
2655,Weiblich,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,5,1,2,1.25,1
2656,Weiblich,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,5,1,2,1.125,1
2657,Weiblich,3,3,4,3,3,3,4,4,3,4,4,3,4,1,1,1,4,2,3.2,3.625,1.25
2658,Männlich,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,1.4,1.125,1.5
2659,Männlich,2,2,2,2,2,3,2,2,1,2,1,2,2,1,1,1,3,3,2,1.875,1.5
2660,Weiblich,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,5,1,1.8,1.125,1
2661,Männlich,2,1,2,1,2,2,2,2,3,2,3,2,2,1,1,1,5,1,1.6,2.25,1
2662,Weiblich,2,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1,4,2,2,2.125,1.25
2663,Weiblich,3,4,2,1,3,1,1,1,3,3,1,1,1,1,1,1,5,1,2.6,1.5,1
2664,Weiblich,2,2,1,2,2,1,2,2,3,2,2,2,2,1,1,2,4,2,1.8,2,1.5
2665,Weiblich,2,3,2,2,2,2,1,1,3,2,2,2,2,1,1,1,5,1,2.2,1.875,1
2666,Weiblich,2,2,2,2,2,1,1,3,2,3,2,3,2,1,1,1,4,2,2,2.125,1.25
2667,Weiblich,2,3,1,2,4,1,3,4,3,3,3,2,1,1,1,1,3,3,2.4,2.5,1.5
2669,Weiblich,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,5,1,1.6,1.25,1
2670,Weiblich,2,2,1,2,2,2,3,2,3,3,4,4,3,1,1,1,5,1,1.8,3,1
2671,Weiblich,2,4,2,2,3,3,2,4,1,1,4,1,4,2,1,1,5,1,2.6,2.5,1.25
2672,Weiblich,4,3,2,2,3,4,4,3,3,3,4,3,4,1,2,1,3,3,2.8,3.5,1.75
2674,Weiblich,2,2,2,1,2,2,2,2,2,3,2,2,2,1,3,2,4,2,1.8,2.125,2
2675,Männlich,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,3,3,1.4,1.25,1.5
2676,Weiblich,2,2,4,2,2,1,1,1,1,4,3,4,2,1,1,2,5,1,2.4,2.125,1.25
2677,Weiblich,2,2,2,2,2,3,3,2,2,2,1,2,1,NA,1,1,5,1,2,2,1
2678,Weiblich,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,5,1,1.2,1,1.25
2679,Weiblich,3,3,2,3,2,3,3,3,3,3,3,3,3,2,2,1,2,4,2.6,3,2.25
2680,Männlich,3,3,1,3,3,1,3,2,1,3,2,3,2,1,1,1,5,1,2.6,2.125,1
2681,Männlich,4,1,1,1,1,1,1,1,1,1,1,1,1,5,3,4,5,1,1.6,1,3.25
2682,Weiblich,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,1,5,1,1.8,1.125,1.25
2683,Weiblich,2,2,3,3,1,1,1,1,1,2,2,2,1,1,1,2,4,2,2.2,1.375,1.5
2684,Weiblich,2,2,2,3,3,2,3,3,4,2,2,2,2,1,1,3,4,2,2.4,2.5,1.75
2685,Männlich,2,2,1,1,2,1,1,1,1,3,1,3,1,1,1,1,5,1,1.6,1.5,1
2686,Männlich,3,4,3,1,4,1,1,1,2,3,2,3,1,3,1,1,5,1,3,1.75,1.5
2687,Weiblich,3,3,3,2,2,3,3,1,4,4,4,4,4,1,3,1,3,3,2.6,3.375,2
2688,Männlich,4,2,2,2,1,1,1,1,1,3,1,3,1,2,3,2,3,3,2.2,1.5,2.5
2689,Weiblich,4,4,1,1,2,1,2,1,2,3,1,2,1,1,1,1,5,1,2.4,1.625,1
2690,Männlich,3,2,1,2,2,2,3,4,2,4,2,3,1,3,2,2,5,1,2,2.625,2
2691,Weiblich,3,3,3,4,4,4,4,4,4,2,3,4,4,3,1,1,4,2,3.4,3.625,1.75
2692,Weiblich,3,3,3,3,2,3,3,3,4,4,4,3,3,3,4,4,2,4,2.8,3.375,3.75
2693,Weiblich,3,3,2,2,2,3,2,3,4,3,2,3,3,3,3,3,3,3,2.4,2.875,3
2694,Männlich,2,2,2,2,2,3,3,2,3,2,2,2,2,4,2,4,4,2,2,2.375,3
2695,Männlich,3,2,1,2,2,1,3,4,2,4,1,2,3,1,1,1,4,2,2,2.5,1.25
2696,Männlich,2,2,2,2,2,1,1,1,2,3,4,3,2,2,4,3,3,3,2,2.125,3
2697,Weiblich,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,5,1,1.4,1.25,1.25
2698,Männlich,4,3,2,4,3,1,2,1,3,3,3,4,4,1,1,2,4,2,3.2,2.625,1.5
2699,Weiblich,2,2,2,2,2,2,1,2,1,3,2,3,2,1,1,1,5,1,2,2,1
2700,Männlich,1,2,1,1,2,1,1,2,1,3,2,3,1,1,1,1,5,1,1.4,1.75,1
2701,Weiblich,2,4,3,2,2,1,1,3,4,4,3,4,3,1,1,3,5,1,2.6,2.875,1.5
2702,Weiblich,3,2,1,1,1,3,4,3,2,2,2,3,1,1,2,2,3,3,1.6,2.5,2
2703,Männlich,2,2,2,2,2,1,2,2,1,3,2,2,2,2,2,2,2,4,2,1.875,2.5
2704,Männlich,1,1,2,1,2,2,1,2,2,2,1,2,1,3,2,4,3,3,1.4,1.625,3
2705,Männlich,2,2,3,2,2,2,2,2,1,2,2,2,1,1,1,1,4,2,2.2,1.75,1.25
2707,Weiblich,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,1
2708,Männlich,2,2,1,2,1,1,2,2,1,3,1,3,1,1,1,1,5,1,1.6,1.75,1
2709,Männlich,3,4,1,2,2,2,3,1,3,1,1,2,1,1,1,1,5,1,2.4,1.75,1
2710,Männlich,3,4,3,2,3,1,3,4,3,4,4,2,3,1,1,1,5,1,3,3,1
2711,Männlich,2,2,NA,2,2,4,2,3,3,2,2,3,2,3,4,4,4,2,2,2.625,3.25
2712,Männlich,2,2,2,3,2,1,1,2,1,2,2,3,1,2,1,2,5,1,2.2,1.625,1.5
3001,Weiblich,3,3,3,3,3,1,2,2,1,1,2,1,1,1,1,1,5,1,3,1.375,1
3002,Weiblich,3,4,3,2,2,1,2,1,2,1,2,2,1,2,1,1,5,1,2.8,1.5,1.25
3004,Weiblich,3,2,3,1,2,1,2,1,2,2,3,1,1,2,1,1,5,1,2.2,1.625,1.25
3005,Männlich,3,2,2,2,3,1,1,1,2,2,2,2,2,1,1,1,5,1,2.4,1.625,1
3006,Weiblich,3,4,2,4,3,1,1,2,3,4,3,3,2,1,1,2,4,2,3.2,2.375,1.5
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA